Y_pestis_CO92_2014	Y_pestis_CO92	Similarity_Y_pestis_CO92_2014.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_CO92_2014
KGA55373.1	gnl|YPES214092|GKDD-2652-MONOMER	100.0	100.0
KGA55374.1	gnl|YPES214092|GKDD-2627-MONOMER	100.0	100.0
KGA55375.1	gnl|YPES214092|GKDD-2596-MONOMER	100.0	100.0
KGA55376.1	gnl|YPES214092|GKDD-2655-MONOMER	100.0	100.0
KGA55377.1	gnl|YPES214092|GKDD-2608-MONOMER	100.0	100.0
KGA55378.1	gnl|YPES214092|GKDD-2606-MONOMER	100.0	100.0
KGA55379.1	gnl|YPES214092|GKDD-2584-MONOMER	100.0	100.0
KGA55380.1	gnl|YPES214092|GKDD-2616-MONOMER	100.0	100.0
KGA55382.1	gnl|YPES214092|GKDD-2597-MONOMER	100.0	100.0
KGA55365.1	gnl|YPES214092|GKDD-2635-MONOMER	100.0	100.0
KGA55384.1	gnl|YPES214092|GKDD-2658-MONOMER	100.0	100.0
KGA55385.1	gnl|YPES214092|GKDD-2633-MONOMER	100.0	100.0
KGA55387.1	gnl|YPES214092|GKDD-2623-MONOMER	100.0	100.0
KGA55388.1	gnl|YPES214092|GKDD-2654-MONOMER	100.0	100.0
KGA55389.1	gnl|YPES214092|GKDD-2602-MONOMER	100.0	100.0
KGA55390.1	gnl|YPES214092|GKDD-2603-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1422-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1486-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1510-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1516-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1546-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-16-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1648-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1888-MONOMER	100.0	100.0
KGA55366.1	gnl|YPES214092|GKDD-2651-MONOMER	100.0	100.0
KGA55364.1	gnl|YPES214092|GKDD-2594-MONOMER	100.0	100.0
KGA55327.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA55344.1	gnl|YPES214092|GKDD-2601-MONOMER	100.0	100.0
KGA55327.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA55327.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA55329.1	gnl|YPES214092|GKDD-2619-MONOMER	100.0	100.0
KGA55330.1	gnl|YPES214092|GKDD-2628-MONOMER	100.0	100.0
KGA55331.1	gnl|YPES214092|GKDD-2649-MONOMER	100.0	100.0
KGA55332.1	gnl|YPES214092|GKDD-2656-MONOMER	100.0	100.0
KGA55333.1	gnl|YPES214092|GKDD-2626-MONOMER	100.0	100.0
KGA55334.1	gnl|YPES214092|GKDD-2634-MONOMER	100.0	100.0
KGA55335.1	gnl|YPES214092|GKDD-2611-MONOMER	100.0	100.0
KGA55336.1	gnl|YPES214092|GKDD-2650-MONOMER	100.0	100.0
KGA55337.1	gnl|YPES214092|GKDD-2645-MONOMER	100.0	100.0
KGA55338.1	gnl|YPES214092|GKDD-2632-MONOMER	100.0	100.0
KGA55339.1	gnl|YPES214092|GKDD-2637-MONOMER	100.0	100.0
KGA55341.1	gnl|YPES214092|GKDD-2630-MONOMER	100.0	100.0
KGA55345.1	gnl|YPES214092|GKDD-2659-MONOMER	100.0	100.0
KGA55363.1	gnl|YPES214092|GKDD-2629-MONOMER	100.0	100.0
KGA55346.1	gnl|YPES214092|GKDD-2590-MONOMER	100.0	100.0
KGA55347.1	gnl|YPES214092|GKDD-2612-MONOMER	100.0	100.0
KGA55348.1	gnl|YPES214092|GKDD-2586-MONOMER	100.0	100.0
KGA55349.1	gnl|YPES214092|GKDD-2605-MONOMER	100.0	100.0
KGA55352.1	gnl|YPES214092|GKDD-2631-MONOMER	100.0	100.0
KGA55353.1	gnl|YPES214092|GKDD-2639-MONOMER	100.0	100.0
KGA55354.1	gnl|YPES214092|GKDD-2648-MONOMER	100.0	100.0
KGA55355.1	gnl|YPES214092|GKDD-2620-MONOMER	100.0	100.0
KGA55356.1	gnl|YPES214092|GKDD-2595-MONOMER	100.0	100.0
KGA55357.1	gnl|YPES214092|GKDD-2591-MONOMER	100.0	100.0
KGA55358.1	gnl|YPES214092|GKDD-2642-MONOMER	100.0	100.0
KGA55359.1	gnl|YPES214092|GKDD-2607-MONOMER	100.0	100.0
KGA55360.1	gnl|YPES214092|GKDD-2647-MONOMER	100.0	100.0
KGA55362.1	gnl|YPES214092|GKDD-2587-MONOMER	100.0	100.0
KGA55273.1	gnl|YPES214092|GKDD-1216-MONOMER	100.0	100.0
KGA55270.1	gnl|YPES214092|GKDD-1223-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2024-MONOMER	100.0	100.0
KGA55165.1	gnl|YPES214092|GKDD-3995-MONOMER	100.0	100.0
KGA55171.1	gnl|YPES214092|GKDD-3997-MONOMER	100.0	100.0
KGA55170.1	gnl|YPES214092|GKDD-1950-MONOMER	100.0	100.0
KGA55169.1	gnl|YPES214092|GKDD-3998-MONOMER	100.0	100.0
KGA55168.1	gnl|YPES214092|GKDD-1965-MONOMER	100.0	100.0
KGA55167.1	gnl|YPES214092|GKDD-1961-MONOMER	100.0	100.0
KGA55166.1	gnl|YPES214092|GKDD-1935-MONOMER	100.0	100.0
KGA55164.1	gnl|YPES214092|GKDD-1960-MONOMER	100.0	100.0
KGA55269.1	gnl|YPES214092|GKDD-1211-MONOMER	100.0	100.0
KGA55163.1	gnl|YPES214092|GKDD-3999-MONOMER	100.0	100.0
KGA55161.1	gnl|YPES214092|GKDD-3985-MONOMER	100.0	100.0
KGA55160.1	gnl|YPES214092|GKDD-1953-MONOMER	100.0	100.0
KGA55159.1	gnl|YPES214092|GKDD-3990-MONOMER	100.0	100.0
KGA55158.1	gnl|YPES214092|GKDD-4001-MONOMER	100.0	100.0
KGA55157.1	gnl|YPES214092|GKDD-1957-MONOMER	100.0	100.0
KGA55172.1	gnl|YPES214092|GKDD-595-MONOMER	100.0	100.0
KGA55173.1	gnl|YPES214092|GKDD-604-MONOMER	100.0	100.0
KGA55174.1	gnl|YPES214092|GKDD-598-MONOMER	100.0	100.0
KGA55176.1	gnl|YPES214092|GKDD-589-MONOMER	100.0	100.0
KGA55177.1	gnl|YPES214092|GKDD-543-MONOMER	100.0	100.0
KGA55178.1	gnl|YPES214092|GKDD-545-MONOMER	100.0	100.0
KGA55179.1	gnl|YPES214092|GKDD-601-MONOMER	100.0	100.0
KGA55180.1	gnl|YPES214092|GKDD-547-MONOMER	100.0	100.0
KGA55182.1	gnl|YPES214092|GKDD-548-MONOMER	100.0	100.0
KGA55183.1	gnl|YPES214092|GKDD-599-MONOMER	100.0	100.0
KGA55184.1	gnl|YPES214092|GKDD-550-MONOMER	100.0	100.0
KGA55185.1	gnl|YPES214092|GKDD-555-MONOMER	100.0	100.0
KGA55187.1	gnl|YPES214092|GKDD-544-MONOMER	100.0	100.0
KGA55188.1	gnl|YPES214092|GKDD-564-MONOMER	100.0	100.0
KGA55189.1	gnl|YPES214092|GKDD-581-MONOMER	100.0	100.0
KGA55190.1	gnl|YPES214092|GKDD-571-MONOMER	100.0	100.0
KGA55191.1	gnl|YPES214092|GKDD-554-MONOMER	100.0	100.0
KGA55156.1	gnl|YPES214092|GKDD-3981-MONOMER	100.0	100.0
KGA55155.1	gnl|YPES214092|GKDD-1977-MONOMER	100.0	100.0
KGA55154.1	gnl|YPES214092|GKDD-1980-MONOMER	100.0	100.0
KGA55131.1	gnl|YPES214092|GKDD-1973-MONOMER	100.0	100.0
KGA55109.1	gnl|YPES214092|GKDD-1932-MONOMER	100.0	100.0
KGA55111.1	gnl|YPES214092|GKDD-4002-MONOMER	100.0	100.0
KGA55113.1	gnl|YPES214092|GKDD-1944-MONOMER	100.0	100.0
KGA55115.1	gnl|YPES214092|GKDD-3992-MONOMER	100.0	100.0
KGA55117.1	gnl|YPES214092|GKDD-1963-MONOMER	100.0	100.0
KGA55118.1	gnl|YPES214092|GKDD-1974-MONOMER	100.0	100.0
KGA55119.1	gnl|YPES214092|GKDD-3982-MONOMER	100.0	100.0
KGA55121.1	gnl|YPES214092|GKDD-1929-MONOMER	100.0	100.0
KGA55122.1	gnl|YPES214092|GKDD-1931-MONOMER	100.0	100.0
KGA55123.1	gnl|YPES214092|GKDD-1967-MONOMER	100.0	100.0
KGA55125.1	gnl|YPES214092|GKDD-1959-MONOMER	100.0	100.0
KGA55126.1	gnl|YPES214092|GKDD-1955-MONOMER	100.0	100.0
KGA55128.1	gnl|YPES214092|GKDD-1970-MONOMER	100.0	100.0
KGA55130.1	gnl|YPES214092|GKDD-1927-MONOMER	100.0	100.0
KGA55132.1	gnl|YPES214092|GKDD-1978-MONOMER	100.0	100.0
KGA55153.1	gnl|YPES214092|GKDD-1936-MONOMER	100.0	100.0
KGA55133.1	gnl|YPES214092|GKDD-1941-MONOMER	100.0	100.0
KGA55134.1	gnl|YPES214092|GKDD-1972-MONOMER	100.0	100.0
KGA55135.1	gnl|YPES214092|GKDD-3996-MONOMER	100.0	100.0
KGA55136.1	gnl|YPES214092|GKDD-1962-MONOMER	100.0	100.0
KGA55137.1	gnl|YPES214092|GKDD-1952-MONOMER	100.0	100.0
KGA55139.1	gnl|YPES214092|GKDD-1943-MONOMER	100.0	100.0
KGA55140.1	gnl|YPES214092|GKDD-1938-MONOMER	100.0	100.0
KGA55144.1	gnl|YPES214092|GKDD-4003-MONOMER	100.0	100.0
KGA55146.1	gnl|YPES214092|GKDD-1939-MONOMER	100.0	100.0
KGA55147.1	gnl|YPES214092|GKDD-1954-MONOMER	100.0	100.0
KGA55148.1	gnl|YPES214092|GKDD-1964-MONOMER	100.0	100.0
KGA55149.1	gnl|YPES214092|GKDD-1979-MONOMER	100.0	100.0
KGA55150.1	gnl|YPES214092|GKDD-1940-MONOMER	100.0	100.0
KGA55151.1	gnl|YPES214092|GKDD-1968-MONOMER	100.0	100.0
KGA55192.1	gnl|YPES214092|GKDD-551-MONOMER	100.0	100.0
KGA55193.1	gnl|YPES214092|GKDD-575-MONOMER	100.0	100.0
KGA55195.1	gnl|YPES214092|GKDD-565-MONOMER	100.0	100.0
KGA55251.1	gnl|YPES214092|GKDD-1203-MONOMER	100.0	100.0
KGA55235.1	gnl|YPES214092|GKDD-592-MONOMER	100.0	100.0
KGA55236.1	gnl|YPES214092|GKDD-579-MONOMER	100.0	100.0
KGA55237.1	gnl|YPES214092|GKDD-560-MONOMER	100.0	100.0
KGA55238.1	gnl|YPES214092|GKDD-1243-MONOMER	100.0	100.0
KGA55239.1	gnl|YPES214092|GKDD-1247-MONOMER	100.0	100.0
KGA55240.1	gnl|YPES214092|GKDD-1266-MONOMER	100.0	100.0
KGA55242.1	gnl|YPES214092|GKDD-1231-MONOMER	100.0	100.0
KGA55243.1	gnl|YPES214092|GKDD-1262-MONOMER	100.0	100.0
KGA55244.1	gnl|YPES214092|GKDD-1238-MONOMER	100.0	100.0
KGA55245.1	gnl|YPES214092|GKDD-1239-MONOMER	100.0	100.0
KGA55246.1	gnl|YPES214092|GKDD-1246-MONOMER	100.0	100.0
KGA55247.1	gnl|YPES214092|GKDD-1208-MONOMER	100.0	100.0
KGA55248.1	gnl|YPES214092|GKDD-1225-MONOMER	100.0	100.0
KGA55250.1	gnl|YPES214092|GKDD-1269-MONOMER	100.0	100.0
KGA55252.1	gnl|YPES214092|GKDD-1244-MONOMER	100.0	100.0
KGA55231.1	gnl|YPES214092|GKDD-578-MONOMER	100.0	100.0
KGA55253.1	gnl|YPES214092|GKDD-1226-MONOMER	100.0	100.0
KGA55254.1	gnl|YPES214092|GKDD-1264-MONOMER	100.0	100.0
KGA55255.1	gnl|YPES214092|GKDD-1224-MONOMER	100.0	100.0
KGA55256.1	gnl|YPES214092|GKDD-1228-MONOMER	100.0	100.0
KGA55258.1	gnl|YPES214092|GKDD-1210-MONOMER	100.0	100.0
KGA55259.1	gnl|YPES214092|GKDD-1230-MONOMER	100.0	100.0
KGA55260.1	gnl|YPES214092|GKDD-1270-MONOMER	100.0	100.0
KGA55261.1	gnl|YPES214092|GKDD-1237-MONOMER	100.0	100.0
KGA55262.1	gnl|YPES214092|GKDD-1250-MONOMER	100.0	100.0
KGA55263.1	gnl|YPES214092|GKDD-1254-MONOMER	100.0	100.0
KGA55264.1	gnl|YPES214092|GKDD-1229-MONOMER	100.0	100.0
KGA55265.1	gnl|YPES214092|GKDD-1265-MONOMER	100.0	100.0
KGA55266.1	gnl|YPES214092|GKDD-1235-MONOMER	100.0	100.0
KGA55267.1	gnl|YPES214092|GKDD-1217-MONOMER	100.0	100.0
KGA55234.1	gnl|YPES214092|GKDD-549-MONOMER	100.0	100.0
KGA55230.1	gnl|YPES214092|GKDD-576-MONOMER	100.0	100.0
KGA55196.1	gnl|YPES214092|GKDD-572-MONOMER	100.0	100.0
KGA55211.1	gnl|YPES214092|GKDD-580-MONOMER	100.0	100.0
KGA55197.1	gnl|YPES214092|GKDD-567-MONOMER	100.0	100.0
KGA55198.1	gnl|YPES214092|GKDD-590-MONOMER	100.0	100.0
KGA55199.1	gnl|YPES214092|GKDD-591-MONOMER	100.0	100.0
KGA55200.1	gnl|YPES214092|GKDD-566-MONOMER	100.0	100.0
KGA55201.1	gnl|YPES214092|GKDD-553-MONOMER	100.0	100.0
KGA55202.1	gnl|YPES214092|GKDD-562-MONOMER	100.0	100.0
KGA55203.1	gnl|YPES214092|GKDD-582-MONOMER	100.0	100.0
KGA55204.1	gnl|YPES214092|GKDD-573-MONOMER	100.0	100.0
KGA55205.1	gnl|YPES214092|GKDD-600-MONOMER	100.0	100.0
KGA55206.1	gnl|YPES214092|GKDD-602-MONOMER	100.0	100.0
KGA55207.1	gnl|YPES214092|GKDD-585-MONOMER	100.0	100.0
KGA55208.1	gnl|YPES214092|GKDD-542-MONOMER	100.0	100.0
KGA55209.1	gnl|YPES214092|GKDD-588-MONOMER	100.0	100.0
KGA55210.1	gnl|YPES214092|GKDD-558-MONOMER	100.0	100.0
KGA55212.1	gnl|YPES214092|GKDD-556-MONOMER	100.0	100.0
KGA55228.1	gnl|YPES214092|GKDD-603-MONOMER	100.0	100.0
KGA55213.1	gnl|YPES214092|GKDD-583-MONOMER	100.0	100.0
KGA55214.1	gnl|YPES214092|GKDD-597-MONOMER	100.0	100.0
KGA55215.1	gnl|YPES214092|GKDD-587-MONOMER	100.0	100.0
KGA55216.1	gnl|YPES214092|GKDD-570-MONOMER	100.0	100.0
KGA55217.1	gnl|YPES214092|GKDD-552-MONOMER	100.0	100.0
KGA55218.1	gnl|YPES214092|GKDD-559-MONOMER	100.0	100.0
KGA55219.1	gnl|YPES214092|GKDD-563-MONOMER	100.0	100.0
KGA55220.1	gnl|YPES214092|GKDD-586-MONOMER	100.0	100.0
KGA55222.1	gnl|YPES214092|GKDD-584-MONOMER	100.0	100.0
KGA55223.1	gnl|YPES214092|GKDD-568-MONOMER	100.0	100.0
KGA55224.1	gnl|YPES214092|GKDD-596-MONOMER	100.0	100.0
KGA55225.1	gnl|YPES214092|GKDD-593-MONOMER	100.0	100.0
KGA55226.1	gnl|YPES214092|GKDD-569-MONOMER	100.0	100.0
KGA55227.1	gnl|YPES214092|GKDD-574-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-1996-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2056-MONOMER	100.0	100.0
KGA55107.1	gnl|YPES214092|GKDD-3994-MONOMER	100.0	100.0
KGA55532.1	gnl|YPES214092|GKDD-984-MONOMER	100.0	100.0
KGA55538.1	gnl|YPES214092|GKDD-989-MONOMER	100.0	100.0
KGA55537.1	gnl|YPES214092|GKDD-964-MONOMER	100.0	100.0
KGA55536.1	gnl|YPES214092|GKDD-996-MONOMER	100.0	100.0
KGA55535.1	gnl|YPES214092|GKDD-980-MONOMER	100.0	100.0
KGA55534.1	gnl|YPES214092|GKDD-982-MONOMER	100.0	100.0
KGA55533.1	gnl|YPES214092|GKDD-1003-MONOMER	100.0	100.0
KGA55531.1	gnl|YPES214092|GKDD-995-MONOMER	100.0	100.0
KGA55483.1	gnl|YPES214092|GKDD-3573-MONOMER	100.0	100.0
KGA55530.1	gnl|YPES214092|GKDD-1009-MONOMER	100.0	100.0
KGA55529.1	gnl|YPES214092|GKDD-1004-MONOMER	100.0	100.0
KGA55528.1	gnl|YPES214092|GKDD-997-MONOMER	100.0	100.0
KGA55527.1	gnl|YPES214092|GKDD-998-MONOMER	100.0	100.0
KGA55526.1	gnl|YPES214092|GKDD-994-MONOMER	100.0	100.0
KGA55525.1	gnl|YPES214092|GKDD-988-MONOMER	100.0	100.0
KGA55539.1	gnl|YPES214092|GKDD-960-MONOMER	100.0	100.0
KGA55540.1	gnl|YPES214092|GKDD-981-MONOMER	100.0	100.0
KGA55542.1	gnl|YPES214092|GKDD-1010-MONOMER	100.0	100.0
KGA55543.1	gnl|YPES214092|GKDD-954-MONOMER	100.0	100.0
KGA55544.1	gnl|YPES214092|GKDD-969-MONOMER	100.0	100.0
KGA55545.1	gnl|YPES214092|GKDD-993-MONOMER	100.0	100.0
KGA55546.1	gnl|YPES214092|GKDD-956-MONOMER	100.0	100.0
KGA55547.1	gnl|YPES214092|GKDD-1005-MONOMER	100.0	100.0
KGA55548.1	gnl|YPES214092|GKDD-961-MONOMER	100.0	100.0
KGA55549.1	gnl|YPES214092|GKDD-974-MONOMER	100.0	100.0
KGA55551.1	gnl|YPES214092|GKDD-959-MONOMER	100.0	100.0
KGA55552.1	gnl|YPES214092|GKDD-977-MONOMER	100.0	100.0
KGA55553.1	gnl|YPES214092|GKDD-983-MONOMER	100.0	100.0
KGA55554.1	gnl|YPES214092|GKDD-966-MONOMER	100.0	100.0
KGA55555.1	gnl|YPES214092|GKDD-967-MONOMER	100.0	100.0
KGA55556.1	gnl|YPES214092|GKDD-990-MONOMER	100.0	100.0
KGA55557.1	gnl|YPES214092|GKDD-1008-MONOMER	100.0	100.0
KGA55524.1	gnl|YPES214092|GKDD-1012-MONOMER	100.0	100.0
KGA55523.1	gnl|YPES214092|GKDD-1006-MONOMER	100.0	100.0
KGA55522.1	gnl|YPES214092|GKDD-986-MONOMER	100.0	100.0
KGA55500.1	gnl|YPES214092|GKDD-3527-MONOMER	100.0	100.0
KGA55485.1	gnl|YPES214092|GKDD-3553-MONOMER	100.0	100.0
KGA55486.1	gnl|YPES214092|GKDD-3529-MONOMER	100.0	100.0
KGA55487.1	gnl|YPES214092|GKDD-3517-MONOMER	100.0	100.0
KGA55488.1	gnl|YPES214092|GKDD-3520-MONOMER	100.0	100.0
KGA55489.1	gnl|YPES214092|GKDD-3525-MONOMER	100.0	100.0
KGA55490.1	gnl|YPES214092|GKDD-3549-MONOMER	100.0	100.0
KGA55491.1	gnl|YPES214092|GKDD-3551-MONOMER	100.0	100.0
KGA55492.1	gnl|YPES214092|GKDD-3557-MONOMER	100.0	100.0
KGA55493.1	gnl|YPES214092|GKDD-3556-MONOMER	100.0	100.0
KGA55494.1	gnl|YPES214092|GKDD-3532-MONOMER	100.0	100.0
KGA55495.1	gnl|YPES214092|GKDD-3572-MONOMER	100.0	100.0
KGA55496.1	gnl|YPES214092|GKDD-3526-MONOMER	100.0	100.0
KGA55497.1	gnl|YPES214092|GKDD-3539-MONOMER	100.0	100.0
KGA55499.1	gnl|YPES214092|GKDD-3562-MONOMER	100.0	100.0
KGA55501.1	gnl|YPES214092|GKDD-3530-MONOMER	100.0	100.0
KGA55521.1	gnl|YPES214092|GKDD-1002-MONOMER	100.0	100.0
KGA55504.1	gnl|YPES214092|GKDD-3518-MONOMER	100.0	100.0
KGA55505.1	gnl|YPES214092|GKDD-3564-MONOMER	100.0	100.0
KGA55506.1	gnl|YPES214092|GKDD-3571-MONOMER	100.0	100.0
KGA55507.1	gnl|YPES214092|GKDD-3536-MONOMER	100.0	100.0
KGA55508.1	gnl|YPES214092|GKDD-3534-MONOMER	100.0	100.0
KGA55509.1	gnl|YPES214092|GKDD-3524-MONOMER	100.0	100.0
KGA55510.1	gnl|YPES214092|GKDD-3537-MONOMER	100.0	100.0
KGA55511.1	gnl|YPES214092|GKDD-3548-MONOMER	100.0	100.0
KGA55512.1	gnl|YPES214092|GKDD-3522-MONOMER	100.0	100.0
KGA55514.1	gnl|YPES214092|GKDD-3559-MONOMER	100.0	100.0
KGA55515.1	gnl|YPES214092|GKDD-3550-MONOMER	100.0	100.0
KGA55517.1	gnl|YPES214092|GKDD-1013-MONOMER	100.0	100.0
KGA55519.1	gnl|YPES214092|GKDD-985-MONOMER	100.0	100.0
KGA55520.1	gnl|YPES214092|GKDD-991-MONOMER	100.0	100.0
KGA55558.1	gnl|YPES214092|GKDD-1007-MONOMER	100.0	100.0
KGA55559.1	gnl|YPES214092|GKDD-1001-MONOMER	100.0	100.0
KGA55560.1	gnl|YPES214092|GKDD-992-MONOMER	100.0	100.0
KGA55618.1	gnl|YPES214092|GKDD-2743-MONOMER	100.0	100.0
KGA55602.1	gnl|YPES214092|GKDD-2756-MONOMER	100.0	100.0
KGA55604.1	gnl|YPES214092|GKDD-2722-MONOMER	100.0	100.0
KGA55605.1	gnl|YPES214092|GKDD-2770-MONOMER	100.0	100.0
KGA55606.1	gnl|YPES214092|GKDD-2719-MONOMER	100.0	100.0
KGA55607.1	gnl|YPES214092|GKDD-2742-MONOMER	100.0	100.0
KGA55609.1	gnl|YPES214092|GKDD-2760-MONOMER	100.0	100.0
KGA55610.1	gnl|YPES214092|GKDD-2752-MONOMER	100.0	100.0
KGA55611.1	gnl|YPES214092|GKDD-2747-MONOMER	100.0	100.0
KGA55612.1	gnl|YPES214092|GKDD-2739-MONOMER	100.0	100.0
KGA55613.1	gnl|YPES214092|GKDD-2724-MONOMER	100.0	100.0
KGA55614.1	gnl|YPES214092|GKDD-2757-MONOMER	100.0	100.0
KGA55615.1	gnl|YPES214092|GKDD-2731-MONOMER	100.0	100.0
KGA55616.1	gnl|YPES214092|GKDD-2729-MONOMER	100.0	100.0
KGA55617.1	gnl|YPES214092|GKDD-2718-MONOMER	100.0	100.0
KGA55619.1	gnl|YPES214092|GKDD-2766-MONOMER	100.0	100.0
KGA55600.1	gnl|YPES214092|GKDD-2727-MONOMER	100.0	100.0
KGA55620.1	gnl|YPES214092|GKDD-2741-MONOMER	100.0	100.0
KGA55621.1	gnl|YPES214092|GKDD-2735-MONOMER	100.0	100.0
KGA55623.1	gnl|YPES214092|GKDD-2721-MONOMER	100.0	100.0
KGA55625.1	gnl|YPES214092|GKDD-2734-MONOMER	100.0	100.0
KGA55626.1	gnl|YPES214092|GKDD-2748-MONOMER	100.0	100.0
KGA55628.1	gnl|YPES214092|GKDD-2749-MONOMER	100.0	100.0
KGA55629.1	gnl|YPES214092|GKDD-2740-MONOMER	100.0	100.0
KGA55630.1	gnl|YPES214092|GKDD-2765-MONOMER	100.0	100.0
KGA55631.1	gnl|YPES214092|GKDD-2762-MONOMER	100.0	100.0
KGA55632.1	gnl|YPES214092|GKDD-2723-MONOMER	100.0	100.0
KGA55633.1	gnl|YPES214092|GKDD-2717-MONOMER	100.0	100.0
KGA55634.1	gnl|YPES214092|GKDD-2764-MONOMER	100.0	100.0
KGA55635.1	gnl|YPES214092|GKDD-2755-MONOMER	100.0	100.0
KGA55636.1	gnl|YPES214092|GKDD-2728-MONOMER	100.0	100.0
KGA55601.1	gnl|YPES214092|GKDD-2737-MONOMER	100.0	100.0
KGA55598.1	gnl|YPES214092|GKDD-2769-MONOMER	100.0	100.0
KGA55561.1	gnl|YPES214092|GKDD-953-MONOMER	100.0	100.0
KGA55577.1	gnl|YPES214092|GKDD-955-MONOMER	100.0	100.0
KGA55562.1	gnl|YPES214092|GKDD-979-MONOMER	100.0	100.0
KGA55563.1	gnl|YPES214092|GKDD-957-MONOMER	100.0	100.0
KGA55564.1	gnl|YPES214092|GKDD-968-MONOMER	100.0	100.0
KGA55565.1	gnl|YPES214092|GKDD-987-MONOMER	100.0	100.0
KGA55566.1	gnl|YPES214092|GKDD-965-MONOMER	100.0	100.0
KGA55568.1	gnl|YPES214092|GKDD-973-MONOMER	100.0	100.0
KGA55569.1	gnl|YPES214092|GKDD-972-MONOMER	100.0	100.0
KGA55570.1	gnl|YPES214092|GKDD-958-MONOMER	100.0	100.0
KGA55571.1	gnl|YPES214092|GKDD-1000-MONOMER	100.0	100.0
KGA55572.1	gnl|YPES214092|GKDD-978-MONOMER	100.0	100.0
KGA55573.1	gnl|YPES214092|GKDD-970-MONOMER	100.0	100.0
KGA55574.1	gnl|YPES214092|GKDD-971-MONOMER	100.0	100.0
KGA55575.1	gnl|YPES214092|GKDD-1015-MONOMER	100.0	100.0
KGA55576.1	gnl|YPES214092|GKDD-999-MONOMER	100.0	100.0
KGA55578.1	gnl|YPES214092|GKDD-1014-MONOMER	100.0	100.0
KGA55597.1	gnl|YPES214092|GKDD-2753-MONOMER	100.0	100.0
KGA55580.1	gnl|YPES214092|GKDD-2744-MONOMER	100.0	100.0
KGA55583.1	gnl|YPES214092|GKDD-2725-MONOMER	100.0	100.0
KGA55584.1	gnl|YPES214092|GKDD-2763-MONOMER	100.0	100.0
KGA55585.1	gnl|YPES214092|GKDD-2726-MONOMER	100.0	100.0
KGA55586.1	gnl|YPES214092|GKDD-2745-MONOMER	100.0	100.0
KGA55587.1	gnl|YPES214092|GKDD-2736-MONOMER	100.0	100.0
KGA55588.1	gnl|YPES214092|GKDD-2730-MONOMER	100.0	100.0
KGA55589.1	gnl|YPES214092|GKDD-2761-MONOMER	100.0	100.0
KGA55590.1	gnl|YPES214092|GKDD-2767-MONOMER	100.0	100.0
KGA55591.1	gnl|YPES214092|GKDD-2732-MONOMER	100.0	100.0
KGA55592.1	gnl|YPES214092|GKDD-2751-MONOMER	100.0	100.0
KGA55593.1	gnl|YPES214092|GKDD-2750-MONOMER	100.0	100.0
KGA55594.1	gnl|YPES214092|GKDD-2738-MONOMER	100.0	100.0
KGA55595.1	gnl|YPES214092|GKDD-2754-MONOMER	100.0	100.0
KGA55484.1	gnl|YPES214092|GKDD-3568-MONOMER	100.0	100.0
KGA55482.1	gnl|YPES214092|GKDD-3560-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2080-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1546-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2056-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2024-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1996-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1888-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1648-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-16-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1516-MONOMER	100.0	100.0
KGA55481.1	gnl|YPES214092|GKDD-3538-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1510-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1486-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-1422-MONOMER	100.0	100.0
KGA55420.1	gnl|YPES214092|GKDD-1460-MONOMER	100.0	100.0
KGA55419.1	gnl|YPES214092|GKDD-1461-MONOMER	100.0	100.0
KGA55418.1	gnl|YPES214092|GKDD-1457-MONOMER	100.0	100.0
